global_index,scene_id,scene_key,crop_group,crop_name,region_group,region_name,date,region_code,field_code,image_index,height,width,bands,band_order,blue_tif,green_tif,red_tif,rededge_tif,nir_tif,json_path,hr_npy,lr_x2_npy,lr_x3_npy,lr_x4_npy,status
52,scene_000052,220719KW0290147,1,배추,1,강원도,220719,KW,029,0147,800,800,5,"Blue,Green,Red,RedEdge,NIR",220719KW029B0147.tif,220719KW029G0147.tif,220719KW029R0147.tif,220719KW029E0147.tif,220719KW029N0147.tif,220719KW029B0147.json,HR_npy/scene_000052_1배추_1강원도_HR.npy,LR_x2_npy/scene_000052_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000052_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000052_1배추_1강원도_LR_x4.npy,success
53,scene_000053,220719KW0290148,1,배추,1,강원도,220719,KW,029,0148,800,800,5,"Blue,Green,Red,RedEdge,NIR",220719KW029B0148.tif,220719KW029G0148.tif,220719KW029R0148.tif,220719KW029E0148.tif,220719KW029N0148.tif,220719KW029B0148.json,HR_npy/scene_000053_1배추_1강원도_HR.npy,LR_x2_npy/scene_000053_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000053_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000053_1배추_1강원도_LR_x4.npy,success
54,scene_000054,220719KW0290161,1,배추,1,강원도,220719,KW,029,0161,800,800,5,"Blue,Green,Red,RedEdge,NIR",220719KW029B0161.tif,220719KW029G0161.tif,220719KW029R0161.tif,220719KW029E0161.tif,220719KW029N0161.tif,220719KW029B0161.json,HR_npy/scene_000054_1배추_1강원도_HR.npy,LR_x2_npy/scene_000054_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000054_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000054_1배추_1강원도_LR_x4.npy,success
55,scene_000055,220720KW0010015,1,배추,1,강원도,220720,KW,001,0015,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0015.tif,220720KW001G0015.tif,220720KW001R0015.tif,220720KW001E0015.tif,220720KW001N0015.tif,220720KW001B0015.json,HR_npy/scene_000055_1배추_1강원도_HR.npy,LR_x2_npy/scene_000055_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000055_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000055_1배추_1강원도_LR_x4.npy,success
56,scene_000056,220720KW0010016,1,배추,1,강원도,220720,KW,001,0016,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0016.tif,220720KW001G0016.tif,220720KW001R0016.tif,220720KW001E0016.tif,220720KW001N0016.tif,220720KW001B0016.json,HR_npy/scene_000056_1배추_1강원도_HR.npy,LR_x2_npy/scene_000056_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000056_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000056_1배추_1강원도_LR_x4.npy,success
57,scene_000057,220720KW0010032,1,배추,1,강원도,220720,KW,001,0032,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0032.tif,220720KW001G0032.tif,220720KW001R0032.tif,220720KW001E0032.tif,220720KW001N0032.tif,220720KW001B0032.json,HR_npy/scene_000057_1배추_1강원도_HR.npy,LR_x2_npy/scene_000057_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000057_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000057_1배추_1강원도_LR_x4.npy,success
58,scene_000058,220720KW0010033,1,배추,1,강원도,220720,KW,001,0033,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0033.tif,220720KW001G0033.tif,220720KW001R0033.tif,220720KW001E0033.tif,220720KW001N0033.tif,220720KW001B0033.json,HR_npy/scene_000058_1배추_1강원도_HR.npy,LR_x2_npy/scene_000058_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000058_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000058_1배추_1강원도_LR_x4.npy,success
59,scene_000059,220720KW0010035,1,배추,1,강원도,220720,KW,001,0035,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0035.tif,220720KW001G0035.tif,220720KW001R0035.tif,220720KW001E0035.tif,220720KW001N0035.tif,220720KW001B0035.json,HR_npy/scene_000059_1배추_1강원도_HR.npy,LR_x2_npy/scene_000059_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000059_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000059_1배추_1강원도_LR_x4.npy,success
60,scene_000060,220720KW0010044,1,배추,1,강원도,220720,KW,001,0044,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0044.tif,220720KW001G0044.tif,220720KW001R0044.tif,220720KW001E0044.tif,220720KW001N0044.tif,220720KW001B0044.json,HR_npy/scene_000060_1배추_1강원도_HR.npy,LR_x2_npy/scene_000060_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000060_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000060_1배추_1강원도_LR_x4.npy,success
61,scene_000061,220720KW0010045,1,배추,1,강원도,220720,KW,001,0045,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0045.tif,220720KW001G0045.tif,220720KW001R0045.tif,220720KW001E0045.tif,220720KW001N0045.tif,220720KW001B0045.json,HR_npy/scene_000061_1배추_1강원도_HR.npy,LR_x2_npy/scene_000061_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000061_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000061_1배추_1강원도_LR_x4.npy,success
62,scene_000062,220720KW0010046,1,배추,1,강원도,220720,KW,001,0046,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0046.tif,220720KW001G0046.tif,220720KW001R0046.tif,220720KW001E0046.tif,220720KW001N0046.tif,220720KW001B0046.json,HR_npy/scene_000062_1배추_1강원도_HR.npy,LR_x2_npy/scene_000062_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000062_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000062_1배추_1강원도_LR_x4.npy,success
63,scene_000063,220720KW0010048,1,배추,1,강원도,220720,KW,001,0048,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0048.tif,220720KW001G0048.tif,220720KW001R0048.tif,220720KW001E0048.tif,220720KW001N0048.tif,220720KW001B0048.json,HR_npy/scene_000063_1배추_1강원도_HR.npy,LR_x2_npy/scene_000063_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000063_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000063_1배추_1강원도_LR_x4.npy,success
64,scene_000064,220720KW0010049,1,배추,1,강원도,220720,KW,001,0049,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0049.tif,220720KW001G0049.tif,220720KW001R0049.tif,220720KW001E0049.tif,220720KW001N0049.tif,220720KW001B0049.json,HR_npy/scene_000064_1배추_1강원도_HR.npy,LR_x2_npy/scene_000064_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000064_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000064_1배추_1강원도_LR_x4.npy,success
65,scene_000065,220720KW0010050,1,배추,1,강원도,220720,KW,001,0050,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0050.tif,220720KW001G0050.tif,220720KW001R0050.tif,220720KW001E0050.tif,220720KW001N0050.tif,220720KW001B0050.json,HR_npy/scene_000065_1배추_1강원도_HR.npy,LR_x2_npy/scene_000065_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000065_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000065_1배추_1강원도_LR_x4.npy,success
66,scene_000066,220720KW0010052,1,배추,1,강원도,220720,KW,001,0052,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0052.tif,220720KW001G0052.tif,220720KW001R0052.tif,220720KW001E0052.tif,220720KW001N0052.tif,220720KW001B0052.json,HR_npy/scene_000066_1배추_1강원도_HR.npy,LR_x2_npy/scene_000066_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000066_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000066_1배추_1강원도_LR_x4.npy,success
67,scene_000067,220720KW0010053,1,배추,1,강원도,220720,KW,001,0053,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0053.tif,220720KW001G0053.tif,220720KW001R0053.tif,220720KW001E0053.tif,220720KW001N0053.tif,220720KW001B0053.json,HR_npy/scene_000067_1배추_1강원도_HR.npy,LR_x2_npy/scene_000067_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000067_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000067_1배추_1강원도_LR_x4.npy,success
68,scene_000068,220720KW0010061,1,배추,1,강원도,220720,KW,001,0061,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0061.tif,220720KW001G0061.tif,220720KW001R0061.tif,220720KW001E0061.tif,220720KW001N0061.tif,220720KW001B0061.json,HR_npy/scene_000068_1배추_1강원도_HR.npy,LR_x2_npy/scene_000068_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000068_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000068_1배추_1강원도_LR_x4.npy,success
69,scene_000069,220720KW0010062,1,배추,1,강원도,220720,KW,001,0062,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0062.tif,220720KW001G0062.tif,220720KW001R0062.tif,220720KW001E0062.tif,220720KW001N0062.tif,220720KW001B0062.json,HR_npy/scene_000069_1배추_1강원도_HR.npy,LR_x2_npy/scene_000069_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000069_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000069_1배추_1강원도_LR_x4.npy,success
70,scene_000070,220720KW0010063,1,배추,1,강원도,220720,KW,001,0063,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0063.tif,220720KW001G0063.tif,220720KW001R0063.tif,220720KW001E0063.tif,220720KW001N0063.tif,220720KW001B0063.json,HR_npy/scene_000070_1배추_1강원도_HR.npy,LR_x2_npy/scene_000070_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000070_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000070_1배추_1강원도_LR_x4.npy,success
71,scene_000071,220720KW0010064,1,배추,1,강원도,220720,KW,001,0064,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0064.tif,220720KW001G0064.tif,220720KW001R0064.tif,220720KW001E0064.tif,220720KW001N0064.tif,220720KW001B0064.json,HR_npy/scene_000071_1배추_1강원도_HR.npy,LR_x2_npy/scene_000071_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000071_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000071_1배추_1강원도_LR_x4.npy,success
72,scene_000072,220720KW0010065,1,배추,1,강원도,220720,KW,001,0065,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0065.tif,220720KW001G0065.tif,220720KW001R0065.tif,220720KW001E0065.tif,220720KW001N0065.tif,220720KW001B0065.json,HR_npy/scene_000072_1배추_1강원도_HR.npy,LR_x2_npy/scene_000072_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000072_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000072_1배추_1강원도_LR_x4.npy,success
73,scene_000073,220720KW0010066,1,배추,1,강원도,220720,KW,001,0066,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0066.tif,220720KW001G0066.tif,220720KW001R0066.tif,220720KW001E0066.tif,220720KW001N0066.tif,220720KW001B0066.json,HR_npy/scene_000073_1배추_1강원도_HR.npy,LR_x2_npy/scene_000073_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000073_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000073_1배추_1강원도_LR_x4.npy,success
74,scene_000074,220720KW0010067,1,배추,1,강원도,220720,KW,001,0067,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0067.tif,220720KW001G0067.tif,220720KW001R0067.tif,220720KW001E0067.tif,220720KW001N0067.tif,220720KW001B0067.json,HR_npy/scene_000074_1배추_1강원도_HR.npy,LR_x2_npy/scene_000074_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000074_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000074_1배추_1강원도_LR_x4.npy,success
75,scene_000075,220720KW0010068,1,배추,1,강원도,220720,KW,001,0068,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0068.tif,220720KW001G0068.tif,220720KW001R0068.tif,220720KW001E0068.tif,220720KW001N0068.tif,220720KW001B0068.json,HR_npy/scene_000075_1배추_1강원도_HR.npy,LR_x2_npy/scene_000075_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000075_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000075_1배추_1강원도_LR_x4.npy,success
76,scene_000076,220720KW0010069,1,배추,1,강원도,220720,KW,001,0069,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0069.tif,220720KW001G0069.tif,220720KW001R0069.tif,220720KW001E0069.tif,220720KW001N0069.tif,220720KW001B0069.json,HR_npy/scene_000076_1배추_1강원도_HR.npy,LR_x2_npy/scene_000076_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000076_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000076_1배추_1강원도_LR_x4.npy,success
77,scene_000077,220720KW0010070,1,배추,1,강원도,220720,KW,001,0070,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0070.tif,220720KW001G0070.tif,220720KW001R0070.tif,220720KW001E0070.tif,220720KW001N0070.tif,220720KW001B0070.json,HR_npy/scene_000077_1배추_1강원도_HR.npy,LR_x2_npy/scene_000077_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000077_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000077_1배추_1강원도_LR_x4.npy,success
78,scene_000078,220720KW0010074,1,배추,1,강원도,220720,KW,001,0074,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0074.tif,220720KW001G0074.tif,220720KW001R0074.tif,220720KW001E0074.tif,220720KW001N0074.tif,220720KW001B0074.json,HR_npy/scene_000078_1배추_1강원도_HR.npy,LR_x2_npy/scene_000078_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000078_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000078_1배추_1강원도_LR_x4.npy,success
79,scene_000079,220720KW0010075,1,배추,1,강원도,220720,KW,001,0075,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0075.tif,220720KW001G0075.tif,220720KW001R0075.tif,220720KW001E0075.tif,220720KW001N0075.tif,220720KW001B0075.json,HR_npy/scene_000079_1배추_1강원도_HR.npy,LR_x2_npy/scene_000079_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000079_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000079_1배추_1강원도_LR_x4.npy,success
80,scene_000080,220720KW0010076,1,배추,1,강원도,220720,KW,001,0076,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0076.tif,220720KW001G0076.tif,220720KW001R0076.tif,220720KW001E0076.tif,220720KW001N0076.tif,220720KW001B0076.json,HR_npy/scene_000080_1배추_1강원도_HR.npy,LR_x2_npy/scene_000080_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000080_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000080_1배추_1강원도_LR_x4.npy,success
81,scene_000081,220720KW0010077,1,배추,1,강원도,220720,KW,001,0077,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0077.tif,220720KW001G0077.tif,220720KW001R0077.tif,220720KW001E0077.tif,220720KW001N0077.tif,220720KW001B0077.json,HR_npy/scene_000081_1배추_1강원도_HR.npy,LR_x2_npy/scene_000081_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000081_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000081_1배추_1강원도_LR_x4.npy,success
82,scene_000082,220720KW0010078,1,배추,1,강원도,220720,KW,001,0078,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0078.tif,220720KW001G0078.tif,220720KW001R0078.tif,220720KW001E0078.tif,220720KW001N0078.tif,220720KW001B0078.json,HR_npy/scene_000082_1배추_1강원도_HR.npy,LR_x2_npy/scene_000082_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000082_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000082_1배추_1강원도_LR_x4.npy,success
83,scene_000083,220720KW0010079,1,배추,1,강원도,220720,KW,001,0079,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0079.tif,220720KW001G0079.tif,220720KW001R0079.tif,220720KW001E0079.tif,220720KW001N0079.tif,220720KW001B0079.json,HR_npy/scene_000083_1배추_1강원도_HR.npy,LR_x2_npy/scene_000083_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000083_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000083_1배추_1강원도_LR_x4.npy,success
84,scene_000084,220720KW0010080,1,배추,1,강원도,220720,KW,001,0080,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0080.tif,220720KW001G0080.tif,220720KW001R0080.tif,220720KW001E0080.tif,220720KW001N0080.tif,220720KW001B0080.json,HR_npy/scene_000084_1배추_1강원도_HR.npy,LR_x2_npy/scene_000084_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000084_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000084_1배추_1강원도_LR_x4.npy,success
85,scene_000085,220720KW0010081,1,배추,1,강원도,220720,KW,001,0081,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0081.tif,220720KW001G0081.tif,220720KW001R0081.tif,220720KW001E0081.tif,220720KW001N0081.tif,220720KW001B0081.json,HR_npy/scene_000085_1배추_1강원도_HR.npy,LR_x2_npy/scene_000085_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000085_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000085_1배추_1강원도_LR_x4.npy,success
86,scene_000086,220720KW0010082,1,배추,1,강원도,220720,KW,001,0082,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0082.tif,220720KW001G0082.tif,220720KW001R0082.tif,220720KW001E0082.tif,220720KW001N0082.tif,220720KW001B0082.json,HR_npy/scene_000086_1배추_1강원도_HR.npy,LR_x2_npy/scene_000086_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000086_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000086_1배추_1강원도_LR_x4.npy,success
87,scene_000087,220720KW0010083,1,배추,1,강원도,220720,KW,001,0083,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0083.tif,220720KW001G0083.tif,220720KW001R0083.tif,220720KW001E0083.tif,220720KW001N0083.tif,220720KW001B0083.json,HR_npy/scene_000087_1배추_1강원도_HR.npy,LR_x2_npy/scene_000087_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000087_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000087_1배추_1강원도_LR_x4.npy,success
88,scene_000088,220720KW0010084,1,배추,1,강원도,220720,KW,001,0084,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0084.tif,220720KW001G0084.tif,220720KW001R0084.tif,220720KW001E0084.tif,220720KW001N0084.tif,220720KW001B0084.json,HR_npy/scene_000088_1배추_1강원도_HR.npy,LR_x2_npy/scene_000088_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000088_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000088_1배추_1강원도_LR_x4.npy,success
89,scene_000089,220720KW0010085,1,배추,1,강원도,220720,KW,001,0085,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0085.tif,220720KW001G0085.tif,220720KW001R0085.tif,220720KW001E0085.tif,220720KW001N0085.tif,220720KW001B0085.json,HR_npy/scene_000089_1배추_1강원도_HR.npy,LR_x2_npy/scene_000089_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000089_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000089_1배추_1강원도_LR_x4.npy,success
90,scene_000090,220720KW0010086,1,배추,1,강원도,220720,KW,001,0086,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0086.tif,220720KW001G0086.tif,220720KW001R0086.tif,220720KW001E0086.tif,220720KW001N0086.tif,220720KW001B0086.json,HR_npy/scene_000090_1배추_1강원도_HR.npy,LR_x2_npy/scene_000090_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000090_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000090_1배추_1강원도_LR_x4.npy,success
91,scene_000091,220720KW0010087,1,배추,1,강원도,220720,KW,001,0087,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0087.tif,220720KW001G0087.tif,220720KW001R0087.tif,220720KW001E0087.tif,220720KW001N0087.tif,220720KW001B0087.json,HR_npy/scene_000091_1배추_1강원도_HR.npy,LR_x2_npy/scene_000091_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000091_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000091_1배추_1강원도_LR_x4.npy,success
92,scene_000092,220720KW0010092,1,배추,1,강원도,220720,KW,001,0092,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0092.tif,220720KW001G0092.tif,220720KW001R0092.tif,220720KW001E0092.tif,220720KW001N0092.tif,220720KW001B0092.json,HR_npy/scene_000092_1배추_1강원도_HR.npy,LR_x2_npy/scene_000092_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000092_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000092_1배추_1강원도_LR_x4.npy,success
93,scene_000093,220720KW0010093,1,배추,1,강원도,220720,KW,001,0093,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0093.tif,220720KW001G0093.tif,220720KW001R0093.tif,220720KW001E0093.tif,220720KW001N0093.tif,220720KW001B0093.json,HR_npy/scene_000093_1배추_1강원도_HR.npy,LR_x2_npy/scene_000093_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000093_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000093_1배추_1강원도_LR_x4.npy,success
94,scene_000094,220720KW0010094,1,배추,1,강원도,220720,KW,001,0094,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0094.tif,220720KW001G0094.tif,220720KW001R0094.tif,220720KW001E0094.tif,220720KW001N0094.tif,220720KW001B0094.json,HR_npy/scene_000094_1배추_1강원도_HR.npy,LR_x2_npy/scene_000094_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000094_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000094_1배추_1강원도_LR_x4.npy,success
95,scene_000095,220720KW0010095,1,배추,1,강원도,220720,KW,001,0095,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0095.tif,220720KW001G0095.tif,220720KW001R0095.tif,220720KW001E0095.tif,220720KW001N0095.tif,220720KW001B0095.json,HR_npy/scene_000095_1배추_1강원도_HR.npy,LR_x2_npy/scene_000095_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000095_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000095_1배추_1강원도_LR_x4.npy,success
96,scene_000096,220720KW0010096,1,배추,1,강원도,220720,KW,001,0096,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0096.tif,220720KW001G0096.tif,220720KW001R0096.tif,220720KW001E0096.tif,220720KW001N0096.tif,220720KW001B0096.json,HR_npy/scene_000096_1배추_1강원도_HR.npy,LR_x2_npy/scene_000096_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000096_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000096_1배추_1강원도_LR_x4.npy,success
97,scene_000097,220720KW0010097,1,배추,1,강원도,220720,KW,001,0097,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0097.tif,220720KW001G0097.tif,220720KW001R0097.tif,220720KW001E0097.tif,220720KW001N0097.tif,220720KW001B0097.json,HR_npy/scene_000097_1배추_1강원도_HR.npy,LR_x2_npy/scene_000097_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000097_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000097_1배추_1강원도_LR_x4.npy,success
98,scene_000098,220720KW0010098,1,배추,1,강원도,220720,KW,001,0098,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0098.tif,220720KW001G0098.tif,220720KW001R0098.tif,220720KW001E0098.tif,220720KW001N0098.tif,220720KW001B0098.json,HR_npy/scene_000098_1배추_1강원도_HR.npy,LR_x2_npy/scene_000098_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000098_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000098_1배추_1강원도_LR_x4.npy,success
99,scene_000099,220720KW0010099,1,배추,1,강원도,220720,KW,001,0099,800,800,5,"Blue,Green,Red,RedEdge,NIR",220720KW001B0099.tif,220720KW001G0099.tif,220720KW001R0099.tif,220720KW001E0099.tif,220720KW001N0099.tif,220720KW001B0099.json,HR_npy/scene_000099_1배추_1강원도_HR.npy,LR_x2_npy/scene_000099_1배추_1강원도_LR_x2.npy,LR_x3_npy/scene_000099_1배추_1강원도_LR_x3.npy,LR_x4_npy/scene_000099_1배추_1강원도_LR_x4.npy,success
